masked,original
김수찬이 훨씬 잘했음 트롯에 사람을 잘 주고있음에 문제 드러남,김수찬이 훨씬 잘했음 트롯에 어울리는 사람을 점수 잘 주고있음 심사에 문제 드러남
김신영은 진짜ㅋㅋㅋ,김신영은 진짜 최고 개그맨임ㅋㅋㅋ
김영광 너무지만 너무생기고해서 막상 사귀면 부담스러울꺼같슴 여자들은 확실히 잘생긴남자 싫어하지는않는데 근다고 진지하게 만나보려고 할 마음은 절대없음저부터서도글고 제주위친구들도 그럼,김영광 너무좋지만 너무 잘생기고 완벽해서 막상 사귀면 부담스러울꺼같슴 여자들은 확실히 잘생긴남자 싫어하지는않는데 근다고 진지하게 만나보려고 할 마음은 절대없음저부터서도글고 제주위친구들도 그럼
김원희씨 ~ 테클걸려는건 아니지만 남편분께서 그렇게 하실지 의문이네요. 본인아이 명은하지 않을까 생각되네요.,김원희씨~테클걸려는건 아니지만 남편분께서 그렇게 하실지 의문이네요.그래도 본인아이 한 명은 있어야하지 않을까 생각되네요.
##아가지?는 잘 하는듯,김윤아가 누구지? 노래는 잘 하는듯
김재중 존이 ㄷ ㄷ,김재중 존잘이더라 ㄷ ㄷ
김제동씨역쉬 입담 짱 ~ ~좀마니 ~ ~ ~,김제동씨역쉬 입담 짱~~프로그램좀마니해주셈~~~
"김종국♡홍진영 한표! 언능 가세요! 김종국, 홍진영 말만 나오면 실검. 바라는 커플인듯.","김종국♡홍진영 한표! 언능 가세요! 김종국, 홍진영 말만 나오면 실검 1위다. 국민들도 바라는 커플인듯."
김주원을 뛰어넘는 현빈의우로 기억될거으네 ㅎㅎ,김주원을 뛰어넘는 현빈의연기 유진우로 기억될거같으네 ㅎㅎ
김주혁님 죽은지 됬다고...쫌 같네요..,김주혁님 죽은지 얼마나 됬다고... 이건쫌 아닌것 같네요..
김지원 저런은 ㅎㅎ 그래도긴,김지원 저런 분장은 ㅎㅎ 그래도 이쁘긴 하지만
김태링 위정귀다..,김태링 위사진표정귀엽다..
김태희 서울대 미대 가지고 윤소한테 상대가 안되지 설대도 설대 나름인데 똑똑했네,김태희 서울대 미대 정도 가지고 윤소희한테 상대가 안되지 설대도 설대 나름인데 정말 똑똑했네
김하늘 코 이상한만어도... 더 좋았을텐데..,김하늘 코 이상한 설정만 안했어도 ... 더 좋았을텐데.. ㅠㅠ
##지,김학래가 피해자지
"김현주, 손예진스런에다가 연기력까지 갖춘안되는 배우.","김현주, 손예진 자연스런 미모에다가 연기력까지 갖춘 몇안되는 배우."
김혜준댕이같아해!,김혜준 귀여워 댕댕이같아 축하해!
김흥국 진짜 뭔가 계속게 일부러 누가듯,김흥국 불쌍하다 진짜 뭔가 계속 터지는게 일부러 누가 그러는듯
김희선 사진 볼려고..,김희선 사진 볼려고 왔는데 없네.. ㅠㅠ
김희선햇음함,김희선 연기 계속햇음함
꼭 그렇게 수술장면을 보여줘야하나요? 너무 불필요하게 적나라한이같네요,꼭 그렇게 수술장면을 보여줘야하나요? 너무 불필요하게 적나라한 수술장면이 나오는거같네요
꽃값이? 개,꽃값이 천? 개 부럽네
,꿀잼 ㅠㅠ
똥다,나 아침에 똥쌌다
나 왜이러지.. 오달수는 너무... 한국영화에 너무 인재가 폭망하는 꼴을.. 두눈뜨고 못보겄다.. 나또한 팬중에 팬이었는데..의 잘못된 행동.. 과거라지만 그 사실을... 어찌 돌릴껴.... 아이고.,나 왜이러지..오달수는 너무 아깝다...한국영화에 너무 아까운 인재가 폭망하는 꼴을..두눈뜨고 못보겄다..나또한 팬중에 팬이었는데.. 한순간의 잘못된 행동.. 과거라지만 그 사실을... 어찌 돌릴껴.... 아이고.
##때이였네요 ㅋ,나 중학교때 아이돌이였네요 ㅋ
LGIP댕 ~,나는 LGVIP인댕~
나는 가수다하고쉬 시즌투로 해라,나는 가수다 다시하고 좀쉬었다 시즌투로 해라
나는쌈디가 더재,나는쌈디가 더재밌던데
나는월세1000만원에70십네고사러 아들만셋.. 탁씨보니까나두거기가서살싶다..적이면,나는월세1000만원에70십네고사러 아들만셋.. 탁씨얘기보니까나두거기가서살구싶다..현실적이면
##살되서 저 감정 알짛ㅎㅎㅎ내가 엄마 한테 하고 싶은말 예빈이가 대신 해줘고마워ㅎㅎ,나도 14살 둘째되서 저 감정 알짛ㅎㅎㅎ내가 엄마 한테 하고 싶은말 예빈이가 대신 해줘고마워ㅎㅎ
나도 설리보면 천녀유혼의 임청하나 서기가 생각난다. 뭔가하고 몽적인 느낌이 나는 비얼..,나도 설리보면 천녀유혼의 임청하나 서기가 생각난다. 뭔가 애절하고 몽환적인 느낌이 나는 비쥬얼..
하면 가고... 꿈이겟지요? ㅋ,나도 식 하면 가고 싶다 ...꿈이겟지요?ㅋ
##땐 이다,나도 어릴땐 이뻤다
,나도 연애하고싶다
나라면 자 사,나라면 자핑이랑 사귐
,나랑 노상관
나랑동갑에 결혼한 년도 똑같으네아직 좀더 살아도 되는 나이인데.. 부디 가시길...,나랑동갑에 결혼한 년도까지 똑같으네아직 좀더 살아도 되는 나이인데..부디 좋은곳으로 가시길...
나만 결말 만족스럽나 중간에 고난과 역경 넘 많아서 하차할 아리공주 때문에 꾸역꾸역 결말 덕분에 띵작으로 기억할듯 ㅋㅋㅋㅋㅋ,나만 결말 만족스럽나 중간에 고난과 역경 넘 많아서 하차할뻔했고 아리공주 때문에 꾸역꾸역 봤는데 결말 덕분에 띵작으로 기억할듯 ㅋㅋㅋㅋㅋ
##함?,나만 보기불편함?
나만 비인이 더 싫은가 이세상에 연예인과 비연예인 둘만 존재하는.. ㅋ,나만 비연예인이 더 싫은가 이세상에 연예인과 비연예인 둘만 존재하는것도 아니고..ㅋ
나의는아였어. 그녀가 지금 무얼하고 잇는지. 정상적으로 했다면 김도아가 열심히 활약하고 있을 거야.,나의 최애는 김도아였어. 그녀가 지금 무얼하고 잇는지 궁금해. 정상적으로 했다면 김도아가 열심히 활약하고 있을 거야.
나이가?셔서...,나이가 ? 넘 어려보이셔서...
나이차이 많이요 ~ 둘다40대ㅎㅎ,나이차이 많이안나요~둘다40대 입니당ㅎㅎ
나이차이는 느껴지는데...씨 너무움.,나이차이는 느껴지는데...요즘 백종원씨 너무 띄움.
나탈리포만이 보인다 ~,나탈리포트만이 보인다 대박!~
,난 기안 좋은데
##족이나 해야지,난 대리만족이나 해야지
"붐 좋... 도박은 토니, 신혜성, 앤디, 이수근등 많이 있는데 유독 대중이 붐만 용서를 하는듯...","난 붐 좋던데... 도박은 토니, 신혜성, 앤디, 이수근등 많이 있는데 유독 대중이 붐만 용서를 안 하는듯..."
난 슈하는데도 넘 고통스러웠음. 그이 레이저은 쳐다도 안봄.,난 슈링크하는데도 넘 고통스러웠음.그이후 레이저 시술은 쳐다도 안봄.
난 언니도구 둘이격태 하는것도 재미있던데.. 왜들 그러냐,난 언니도 재미있구 둘이 티격태격 하는것도 재미있던데..왜들 그러냐
여자지만 송다은이 젤ㅋㅋㅋ,난 여자지만 송다은이 젤 매력있던데ㅋㅋㅋ
난 영상 보고 어 민 닮았네!......,난 영상 보고 어 민호 닮았네!하고 생각했는데......
난 오달수를 믿어요. 사과문이 싸이코패스일것 같네요. 피해 여자분 얘기도 진짜라고 믿어줄수는 없네요. 서로 만나서 이야기를 해보심이 좋을 듯 하네요. 심리상담사 대동하고 말이죠.,난 오달수를 믿어요. 사과문이 가까라면 싸이코패스일것 같네요. 하지만 피해 여자분 얘기도 진짜라고 믿어줄수는 없네요. 서로 만나서 이야기를 해보심이 좋을 듯 하네요. 심리상담사 대동하고 말이죠.
난 왜 이들을 밉상이라고 지.을 떨든 보기에 밉상인 행동을 하든 피해를 주는 것도 아닌데 왜들 발끈하는지...!!! 개인 sns에 이 정도 글과 사진은 남길 수 있는거 아닌가...,난 왜 이들을 밉상이라고 하는 지 모르겠다 .유난을 떨든 보기에 밉상인 행동을 하든 피해를 주는 것도 아닌데 왜들 발끈하는지... !!!개인 sns에 이 정도 글과 사진은 남길 수 있는거 아닌가...
난 왜 이혁이랑 이엘리야가됐음지? ㅜㅜ 항상 결말에는 망할걸 알아서 드라마보면 악역이 불쌍하게 느껴지고 응원하게 됨ㅜㅜ,난 왜 이혁이랑 이엘리야가 잘됐음 좋겠지?ㅜㅜ 항상 결말에는 망할걸 알아서 그런지 드라마보면 악역이 불쌍하게 느껴지고 응원하게 됨ㅜㅜ
난 이 배우만 보면 우리 엄마가더라...진다.,난 이 배우만 보면 우리 엄마가 생각나더라... 볼때마다 슬퍼진다.
이국주뎅... ㅎㅎ,난 이국주 좋던뎅...ㅎㅎ
난 틀린말 하나 없다... 노력도 하지 못 나오는거... 꺼내 줄 사람 없다,난 틀린말 하나 없다 생각하는데...노력도 하지 않으면 못 나오는거지...꺼내 줄 사람 없다
난소,난 함소원좋아
##듯이 사시길,남 보란듯이 행복하게 사시길
##민은현대판제갈명이 감탄또감탄,남궁민은현대판제갈공명이다 감탄또감탄
남규리,남규리 너무 예쁘다
남규리 아이린너무 이제보니 자매같다 너무스럽다,남규리 아이린너무닮았다 이제보니 자매같다 너무 사랑스럽다
"남들과 다른 통장들고, 사생활은 평범하고.... 연예인 살겠다고 마음먹고 연습생 시작한 그순간부터 삶은 포기해야겠다는 생각 못해봤나요?","남들과 다른 통장들고, 사생활은 평범하고 싶다....연예인으로 살겠다고 마음먹고 연습생 시작한 그순간부터 평범한 삶은 포기해야겠다는 생각 못해봤나요?"
남자이 이정재을까...,남자 주인공이 이정재였으면 어땠을까...
남자 지갑터내 어쩌내 말많은데 쟤 갤러리아퍼레사는데 한국에서 10위권안에 드는 아파트 20억은 넘는데 무명배우라도 집이 잘사는듯 실물보면 일반인들 명함 못내민다 당시에 나도 잘랐는데 어쩌다 본 폭풍의 여자 겨우,남자 지갑터내 어쩌내 말많은데 쟤 갤러리아퍼레사는데 한국에서 10위권안에 드는 아파트 20억은 넘는데 무명배우라도 집이 잘사는듯 실물보면 일반인들 명함 못내민다 당시에 나도 잘몰랐는데 어쩌다 본 폭풍의 여자 땜에 겨우 알아본
남자가 얼마나했으면 저럴까... 같은생기고 멋진로서 이해한다,남자가 얼마나 속상했으면 저럴까... 같은 잘생기고 멋진 남자로서 이해한다
남자들조아,남자들 혼자 라이프조아조아
"##주는 윤박임,,,,, 남주는라고!!!!!!","남주는 윤박임,,,,,남주는 윤박이라고!!!!!!"
남주여주가..맹한데..,남주여주가.. 밍숭맹숭한데..
남친보다 재미없나쳥률이 7 % 대 주말성까지 좋은데 얘네는 머리채 안잡으면 안되던데 아직까지 결과는 남친이군,남친보다 재미없나 시쳥률이 7%대 주말편성까지 좋은데 얘네는 남친 머리채 안잡으면 안되던데 아직까지 결과는 남친이군
남편 핵불쌍,남편 핵불쌍하다..
남편이 사기치러 다닌거도 아니고 그래도 능력있는 남자 인데 나같으면 당당하게 산다 ~ 박한별 잘못,남편이 사기치러 다닌거도 아니고 그래도 능력있는 남자 인데 나같으면 당당하게 산다~~ 박한별씨는 잘못없네요
남편이 장동건 다 좋겠다,남편이 장동건이야 다 가져서 좋겠다
친구가 김수현 사촌동생이란게 ㅎㅎ,내 친구가 김수현 아나운서 사촌동생이란게 자랑스럽다 ㅎㅎ
내가 보기에 얘는 아주 갈 연예인이라고 본다,내가 보기에 얘는 아주 오래 갈 연예인이라고 본다.
내가 아는크분들 40대부터는 아이를 부러 모냥이다아이가 있으면 더한 가정이된다,내가 아는 딩크분들 40대부터는 아이를 부러운 모냥이다아이가 있으면 더 화목한 가정이된다
내가 요즘 드라마에 꽂혀서 왠만한 드라마는 다 챙겨보는데 그중에 화유기가 제일 재미없음 마더 돈 흑내인생 리턴 화유기 이렇게 챙겨보는데 이중에서 화유기가 제일 재미없음,내가 요즘 드라마에 꽂혀서 왠만한 드라마는 다 챙겨보는데 그중에 화유기가 제일 재미없음 마더 돈꽃 흑기사 황금빛내인생 리턴 화유기 이렇게 챙겨보는데 이중에서 화유기가 제일 재미없음
내가 저기있음 현주올인한다 여자임 웃어주는 사람이랑 있음 행복하지 왜웃냐고 따지는 이상한거,내가 저기있음 현주올인한다 좋은 여자임 웃어주는 사람이랑 있음 행복하지 왜웃냐고 따지는 사람들이 이상한거임
♡♡김혜수♡♡ 언니♡ 동생,내가 좋아하는 ♡♡김혜수♡♡ 언니♡ 동생분
##꺼보지,내꺼 넘보지마
내의 4대보 박정현 린영.... 윤미래 ~,내마음의 4대보컬 박정현 린 백지영....윤미래~
##치고 원니넣는게 베스트인듯,내치고 원타임 데니넣는게 베스트인듯
낸시랑씨가길,낸시랑씨가 건강하게 살아가길 바래요
##엽다 증말..!!,너무 기엽다 증말..!!
,너무 마녀사냥 아닌가
,너무 부러워 둘다
너무요ㅠㅠㅠ 사람구비가 어찌저럼,너무 예뻐요ㅠㅠㅠ 사람 이목구비가 어찌저럼
모녀 ~ ^ ^,너무 예쁜 모녀입니다~^^
,너무 이쁘다
,너무 이쁘던데
너무어ㅋㅋㅋ 만찬이들 사내연애ㅋㅋ 꿀잼이겠다,너무 재밌어ㅋㅋㅋ 이번주 만찬이들 사내연애하네ㅋㅋㅋㅋ 꿀잼이겠다
아쉬워요 ~ ~ 9연승까지 갔으면 했는데... 그동안 이석훈 만찢남의 행복했습니다 ~ ~ ♡♡,너무너무 아쉬워요~~ 9연승까지 갔으면 했는데...그동안 이석훈 만찢남의 노래를 들으며 행복했습니다 ~~♡♡
##밌게네요 ㅋㅋㅋ,너무재밌게봤네요 ㅋㅋㅋ
##요. 정미애.,넘 예뻐요. 정미애님.
##세요.......,넘 이쁘세요.......
잘려욤 ^ ^,넘 잘어울려욤~^^
,넘 재미있어요
##뻐서 이렇게생기구파성격도사럽더라,넘예뻐서 이렇게생기구파성격도사랑스럽더라
넘재었음강문영씨화이팅 김광규씨화이팅최시나오디마,넘재밌었음강문영씨화이팅 김광규씨화이팅최성국시나오디마
네 다 터지는 옥주현 나올때더욱 집중된다...,네명 다 매력 터지는데 옥주현 나올때더욱 집중된다 ...
네이버 오늘부로으련다같지도 않은.,네이버 오늘부로 끊으련다 기사같지도 않은..
노라조,노라조 화이팅
##마니 하네. 언니. 물론 부모님 재력이 뒷받침되었겠지만. 그래도 유학가서 공부안하고 노는애들진짜,노력마니 하네. 언니 존경합니다. 물론 부모님 재력이 뒷받침되었겠지만. 그래도 유학가서 공부안하고 노는애들진짜 많은데
,논란 해명 부탁드립니다
누가 응원을 해요?물 있어요?,누가 응원을 해요?? 응원물결이 있어요?
누가사고가났던 일단의료사고가....병원이죠 거기,누가사고가났던 일단의료사고가 났다는게....어디병원이죠 거기
##섭 태도 별로 하신분 ㅋㅋㅋㅋㅋ,누구 이창섭 태도 별로라고 하신분 ㅋㅋㅋㅋㅋ
누구랑할지 절세미랑네,누구랑결혼할지 절세미인이랑 부럽네
##아님?보니 살아있더만,누군가의 상상아님? 예고보니 살아있더만
누군지도 없음,누군지도 모르고 관심도 없음
누나감 ㅇㅇ,누나는 시집 잘감 ㅇㅇ
눈빛이 소름돋는다는거.. 못느끼나.... 사람이 말하면 쳐다볼수있는거..?,눈빛이 소름돋는다는거.. 나만 못느끼나.... 당연히 사람이 말하면 쳐다볼수있는거 아닌가.. ?
부시게게어요 ~!,눈이 부시게 재미있게 봤어요~!
##룸주가 한번 하지... 아나운서 같던데...,뉴스룸 김남주가 한번 하지...진짜 아나운서 같던데...
뉴이스트 리더 j 떨어진 게 말도 생각했는데,뉴이스트 리더 jk가 떨어진 게 말도 안된다고 생각했는데
,능력있네요 부럽다
다 자기 업보예요 김구라가그렇게조해줬는데이제는행하세요,다 자기 업보예요 김구라가그렇게조언해줬는데ㅠ이제는행복하세요
다 한때다.. 냅둬라 지멋이라는데... 10때 유행옷 20대때 다시입으라하면 못입듯히 나이가점점 차고십줄 다 멈출거다냅둬라,다 한때다 .. 냅둬라 지멋이라는데...10때 유행옷 20대때 다시입으라하면 못입듯히 나이가점점 차고 삼십줄되면 다 알아서 멈출거다냅둬라
##니남편 내남자 ~ ♥,다니엘헤니 내남편 내남자 ~♥
다둥이 뜻을 모르는것.. 기자님... 무.,다둥이 뜻을 모르는것 같습니다..기자님...무튼 축하해요.
다들 심심한가봐요 사실일수도 거짓일수도있는거아니예요여자 한만디에 모든게사실이 되나요?달씨 불쌍...,다들 심심한가봐요 사실일수도 거짓일수도있는거아니예요 그여자 한만디에 모든게사실이 되나요? 오달수씨 불쌍...
다들사랑받지못한살아와 인생이 말이요 참... 불쌍..,다들사랑받지못한체살아와 인생이 말이아니네요 참... 불쌍합니다..
다른 봤더니 원래 퉁퉁...,다른 사진 봤더니 원래 퉁퉁하시던데...
다른 애들이 더데주는지..,다른 애들이 더 나은데 왜이렇게 띄워주는지..
다름과 비정상은 전혀 다른얘기임. 본인이 자연의 순리를 거슬렀으면서 나머지 사람들을 나쁜 편견자라고 하면 안되요. 치료받고수있는 열리기를 바랍니다.겨워보여요.,다름과 비정상은 전혀 다른얘기임.본인이 자연의 순리를 거슬렀으면서 나머지 사람들을 나쁜 편견자라고 하면 안되요. 치료받고 돌이킬수있는 길이 열리기를 바랍니다. 힘겨워보여요.
##하셔야될듯ㅋㅋ,다시 배달하셔야될듯ㅋㅋ
찐다ㅋㅋ,다시 찐다ㅋㅋ
##에는 중국 남자야지,다음 생에는 중국 남자 만나야지
다음엔 몸으로.........................,다음 세상엔 저 몸으로 태.........................
화 꽃길 걷,다음 화는 꽃길 걷장
다음은 첩보액션물이나물리학자 역이 겁나 잘어울릴거같하오,다음은 첩보액션물이나 천재물리학자 역이 겁나 잘어울릴거같음 사랑하오
다필요없고 김지더라,다필요없고 김지원이 진짜 이쁘더라
단짠오피스 난소율버전이 더음 연기나지는 에너지가 풍부했어,단짠오피스 난 신소율버전이 더 좋았음 연기나 느껴지는 에너지가 풍부했어
답답하긴 한데 둘이 친해보이던데 이런을 연경선수가 원하진 않을듯. 정 불편하면 자르,답답하긴 한데 둘이 친해보이던데 이런 반응을 연경선수가 원하진 않을듯.. 정 불편하면 자르겠죠
대다수 국민들이 속으로는 마닷하면서 앞으로 잘하라는 의미에서 괜히 질책하는겁니다 마닷 ~!!,대다수 국민들이 속으로는 마닷 좋아하고 응원하면서 앞으로 잘하라는 의미에서 괜히 질책하는겁니다 마닷 화이팅 ~ !!
##니깐 자꾸 음주운전들하지.. 코앞가는것도 이만원달라하구...,대리비올리니깐 자꾸 음주운전들하지..코앞가는것도 이만원달라하구...
미모다레 오십아냐?!!,대박 미모다 낼모레 오십아냐?!!
대박이다. 엄마럼ㅜㅜ들보다 이쁘다,대박이다.엄마왜저럼ㅜㅜ 아가씨들보다 이쁘다
대은아 혹시나 협박받고 있거나 약점 잡힌거 있으면 크보 첫에서 보크해,대은아 혹시나 협박받고 있거나 약점 잡힌거 있으면 내년 크보 첫 선발경기에서 보크해
대한민국엔 2명의가 산다. 서장훈과 안재현. 그들 덕분에 나라가 망하지되는거다,대한민국엔 2명의 부처가 산다. 서장훈과 안재현. 그들 덕분에 나라가 망하지 않고 유지되는거다
이래 진짜... 한심하다...,댓글 왜 이래 진짜... 넘 한심하다...
진짜 더럽네. 본인이 끄적인 이마디가 남에게는 큰 상처가 수 있다는 것을 모르는건가,댓글 진짜 더럽네. 본인이 끄적인 이 몇마디가 남에게는 큰 상처가 될 수 있다는 것을 모르는건가
투척,댓글 투척
##수보니는대 득달같이달려드는 수준?,댓글수보니 재밌는대 득달같이달려드는 수준인대?
댓글에 전처 딸 얘기가 많아서 악플 그만 하라한건데... 송윤아님 편하게좀요.데 자꾸시지 마세요. 좀자식 낳고 잘사는데...,댓글에 전처 딸 얘기가 많아서 악플 그만 하라한건데...송윤아님 편하게좀 두세요. 아니라는데 자꾸 그러시지 마세요. 좀자식 낳고 잘사는데...
보니 성유리는가 맞네,댓글을 보니 성유리는 아직 대세가 맞네
,댓글이 없다니 1등
##들마다 아직도 일진설 믿고 있는 넘 많네 ㅋㅋㅋ 지금이 2010년도도 아니고. 언제까지 그 매달리며 살래??,댓들마다 아직도 일진설 믿고 있는 사람들 넘 많네 ㅋㅋㅋ 지금이 2010년도도 아니고. 언제까지 그 시대에 매달리며 살래??
빼면 이쁘겠다,더 빼면 진짜 이쁘겠다.
더하세요. 살인미수,더 자숙하세요. 음주운전은 살인미수!
데리고 잇는 애들이 그렇게 쳐놧.. 질때도.. 됫지..,데리고 잇는 애들이 그렇게 사고를 쳐놧으니..책임을 질때도..됫지..
,도가 넘었다
##속 소름끼치던 간신에서 코믹까지 두루두루 진짜,도깨비속 소름끼치던 간신에서 코믹까지 두루두루 연기 진짜 좋아요
도박맞는데 왜감싸지 반성한다는데 그게거지,도박맞는데 왜감싸지 자숙하고 반성한다는데 그게맞는거지
##끼.. 나이는.지만네..,독끼..나이는.어리지만 멋지네..
"##적 캐릭터에 끼 많고도 한국에 없는 캐릭, 언니!!","독보적 캐릭터에 끼 많고 지금까지도 한국에 없는 캐릭, 언니 화이팅!!"
돈었죠. 대기업만 사람임,돈 엄청 벌었죠. 대기업만 다니던 사람임
##으면 쓰던거 버리고 새것지.. 용대야..,돈많으면 쓰던거 버리고 새것 사야지.. 잘했어 용대야..
돈이는 아니라지만 첫째가 돈이 먼저지 에는 돈으로 세상을사니,돈이전부는 아니라지만 첫째가 돈이 먼저지 이세상 에는 돈으로 세상을사니ㅠ
돌아가셨부모님이라 이미 장례식장 가계시구요 오보아니래요 ~,돌아가셨대요 친구부모님이 지인이라 이미 장례식장 가계시구요 오보아니래요~
돌아오면 받아들일수 있다. 어서 함정와라,돌아오면 받아들일수 있다..어서 함정에서 빠져나와라
동백엄마가 동백이 지장찍어간건까요? 대출 이런거... 함안댁 미워,동백엄마가 동백이 지장찍어간건 멀까요? 대출 이런거라면... 함안댁 미워ㅜㅜ
동생면 관심을 자기쪽으로 가져오려고 유독 더 까불고 둘째는 이미 강자가 버티고 있기때문에 상대적으로 얌전한편이더라.도 애기인데 벌써 동생이 있으니 관심받고 싶겠지,동생 태어나면 관심을 자기쪽으로 가져오려고 유독 더 까불고 둘째는 이미 강자가 버티고 있기때문에 상대적으로 얌전한편이더라.윌리엄도 아직 애기인데 벌써 동생이 있으니 관심받고 싶겠지
##간 JTBC에서긴어게인2도 같이함 ㅋㅋ,동시간대에 JTBC에서 비긴어게인2도 같이함 ㅋㅋ
동윤아♡앞으로의 더할께ㅋ35세 아이둘줌마가,동윤아 사랑해♡앞으로의 연기 더 기대할께ㅋ35세 아이둘줌마가
##놈 될,될놈 될
두 사이에 이승환이 큰데... 이승환은 없었나 보네요,두 사람 사이에 이승환 공이 큰데...이승환 언급은 없었나 보네요
두로물을 보고 싶었는데 좋겠다...,두 사람의 멜로물을 보고 싶었는데 아니었으면 좋겠다...
##도 될까요? ^ ^,두분 기대해도 될까요?^^
,두분 어울리네요
두사람 보기요. 키스 돼지.,두사람 보기좋아요. 키스 이제부터 하면 돼지.
둘 다 완전 멋지고 예다ㅜㅜ 근데.. 음.... 효린 왜 안나올? 잔나비도 글쿠.... 음......,둘 다 완전 멋지고 예뿌다ㅜㅜ 근데.. 음.... 효린 기사는 왜 안나올까요? 잔나비도 글쿠.... 음......
누군지 모름,둘다 누군지 진심 모름.
둘다모름 유빈인가 하는 백지 데려가나,둘다모름 유빈인가 하는사람은 백지영 데려가지않았나
둘이관계 아녀? 친남,둘이 남매관계 아녀? 친남매는 아니더라도
둘이이 와전쩌네,둘이 농담이였음 와전쩌네
,둘이 사귀겠다
둘이 사귀는구나 ㅠㅠㅠㅠㅠㅠㅠ 잘리는데 너무럽다,둘이 사귀는구나 ㅠㅠㅠㅠㅠㅠㅠ 잘어울리는데 너무부럽다
둘이면 될듯ㅎㅎ 잘림,둘이 사귀면 될듯ㅎㅎ 잘어울림
,둘이 사귀어라
##더라 ‼ ️ ️,둘이 재밋더라 ‼️‼️
둘이연같음 ~ ^ ^,둘이 천생연분같음 ~^^
##넘레,둘이넘 설레설레
##는둥이가,둘째는 다둥이가 아닙니다
##는 딸요 형님,둘째는 딸 낳아요 형님
##쇼는 케이윌 팀을 거라고 본다. 진짜 너무다.,듀엣쇼는 케이윌 팀을 위한 거라고 본다. 진짜 너무 아쉬웠다.
##국 짝을듯 이제 남자답게 고백만 남았다,드뎌 김종국 짝을 만나듯 이제 남자답게 고백만 남았다
드라마 학교에서 여주인공이 ^ ^ 반장이거같,드라마 학교에서 여주인공이였어요^^ 반장이였던거같아요
##는 연장하면 없어요 선희와송장이해피앤딩되게해주세요,드라마는 연장하면 잼 없어요 선희와송기장이해피앤딩되게해주세요
