masked,original
"와 소름돋네 공감순 1, 2위 댓글이 다친사람 걱정이 아니라 물어뜯을것부터 찾는것봐 ; ;디 없이 건강하게 낫길ㅠ","와 소름돋네 공감순 1,2위 댓글이 다친사람 걱정이 아니라 물어뜯을것부터 찾는것봐;; 웬디 큰 후유증 없이 건강하게 낫길ㅠ"
와 이 보고 또 힘이 당장고백하러간다,와 이 뉴스를 보고 또 힘이 난다 당장고백하러간다.
와다스튜네,와 이쁘다 가을스튜디오네
와 일방적 주장 글만 사람내리는거 좀 역하다.,와 일방적 주장 글만 보고 사람 까내리는거 좀 역하다..
##내린 몸매 ~,와 진짜 신이내린 몸매~
와 진짜게컸다,와 진짜 이쁘게 잘컸다.
와세찌럽다 와....,와 차세찌 진짜부럽다 와....
와 ~ ~ ~ 애들이 어쩜 부모 반반아미녀에 홍일점까지... 넘저,와~~~ 애들이 어쩜 부모 반반닮아 미남미녀에 홍일점까지... 넘 믓저
와우 ~ 달kg ㄹㅇ 인간 승리다,와우~두 달만에 19kg ㄹㅇ 인간 승리다
##지 본다,와이지 믿고 본다.
"와이프,, 가하고 생겼네,,","와이프,,가 순하고 착하게 생겼네 , ,"
##타인의 준모부부가나네. 전국민에게이공개된듯한 느낌?,완벽한타인의 준모부부가생각나네.전국민에게폰이공개된듯한 느낌?
##겼ㅋㅋㅋㅋㅋ 1얼로 승진시켜주자!!,완전 개웃겼음ㅋㅋㅋㅋㅋ 1얼로 승진시켜주자!!
완전 기대되네요 ㅋㅋㅋ 스랑 어떻게지 궁금ㅋㅋ,완전 기대되네요 ㅋㅋㅋ 스캐 나온거랑 어떻게 다를지 궁금ㅋㅋ
완전동안 누가48세를믿 넘넘이셔,완전동안 누가48세를믿겠어요 넘넘이쁘셔 화이팅
왕진진부인낸시랭님후지셨네요ㅎㅎ 왕진진♡낸시랭 알콩달콩 이쁜사랑하시면서 오래오래 행복하게 잘사세요ㅎㅎ 과거는잊어버리시고 둘만의행복을찾아요 ㅎㅎ 그리고 네티즌말신경쓰지마세요,왕진진부인낸시랭님 결혼후 더 이뻐지셨네요ㅎㅎ 왕진진♡낸시랭 알콩달콩 이쁜사랑하시면서 오래오래 행복하게 잘사세요ㅎㅎ 과거는잊어버리시고 둘만의행복을찾아요 ㅎㅎ 그리고 네티즌말신경쓰지마세요
미이라가지?,왜 갑자기 미이라가 생각나지?
왜 김지석 기시에 홍진영자매다냐? 이해불가다 보기싫마 니들은 보기싫어도 난 홍지매 재밌으니까 홍선영언니 끼많고 재밌더만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고싶음,왜 김지석 기시에 홍진영자매 악플다냐? 이해불가다 보기싫으면 보지마 니들은 보기싫어도 난 홍지매 재밌으니까 홍선영언니 끼많고 재밌더만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고싶음
못어서 안달이야 걍 좀,왜 못 잡아먹어서 안달이야 걍 냅둬라 좀
엄마가스러워야 되죠? 당당하게 사세요 엄마가 죕,왜 엄마가 죄스러워야 되죠?당당하게 사세요 엄마가 죕니까
왜 없나요? 난 김수민아나 더ㅣ졌는데... 할말하는 연예인 공인 사람들이 좋아요 ~ ~,왜 없나요? 난 김수민아나운서 더 좋이ㅣ졌는데...할말하는 연예인 공인 사람들이 좋아요~~
왜 유이는뭐든대 유이 기사에는이많는지 난개인적으로 유이 참좋아하는 배우 앞으로 쭉 나갔으면 수지보다 유이가 더 짱ㆍ,왜 유이는뭐든 잘하는대 유이 기사에는 악플이많는지 난개인적으로 유이 참좋아하는 배우 앞으로 쭉 잘 나갔으면 수지보다 유이가 더 짱ㆍ
왜 윤지성뜨는거야 진짜 맨날 투표 팬 많은게 진짜,왜 윤지성뜨는거야 나 진짜 맨날 투표했는데ㅠㅠ 팬 많은게 진짜
##살,왜 저렇게살까
왜 하차야 소속사가 잘못했구안 스케줄을 소속사가짜아님???,왜 하차야 소속사가 잘못했구안 스케줄을 소속사가짜서 움직이는거아님???
왜욕을합니까? 두분이사랑한다는데. 욕하고 비난할자격 우리에겐없지않나요? 무슨권리로과욕을?,왜욕을합니까?두분이사랑한다는데..욕하고 비난할자격 우리에겐없지않나요? 무슨권리로 비난과욕을하죠?
##졌음?랑❤️❤️❤️,왜케 이뻐졌음? 내사랑❤️❤️❤️
왤케 연예인들 물고 뜯냐 ㅋㅋ인 인생들,왤케 연예인들 물고 뜯냐 ㅋㅋ본인 인생들 챙겨요
외소한체격이 참.. 지드래곤은 참부러,외소한체격이 참 아쉽지만..지드래곤은 참 멋져부러
남자 아닙니다.... ㅋㅋㅋㅋㅋ다들 속으시네 ㅋㅋㅋㅋ드릴게요 ~,왼쪽 남자 김구라 아닙니다....ㅋㅋㅋㅋㅋ다들 속으시네 ㅋㅋㅋㅋ 알려드릴게요~
##산다 솔직히노잼,요새 나혼자산다 솔직히노잼.
요새 스는 안........,요새 스브스는 믿음이 안 가서........
##게 오픈하시네 ㅋㅋ,요즘 과하게 오픈하시네 ㅋㅋ
급식들은 핑클 전성기 잘건데 요즘 가수로치면 러블리즈 정도되는이였음,요즘 급식들은 핑클 전성기 잘모를건데 요즘 가수로치면 러블리즈 정도되는 팀이였음
##가 커서 48보다는 한 52 - 23이 이쁜듯,요즘 애들은 키가 커서 48보다는 한 52-23이 이쁜듯
요즘 유일하게 보는 한지민이도 지성이도,요즘 유일하게 보는 드라마 한지민이도 이쁘고 지성이도 멋있다
요즘도 계속 너를 노래해 들어요 ~ ~ 왜안떴는지능 ~ ~ ~,요즘도 계속 너를 노래해 들어요~~ 왜안떴는지 참 아쉽다능~~~ ㅜㅜ
너무커서 190은넘어야 돋보이,요즘애들 너무커서 190은넘어야 돋보이던데
##에 밖에 나가서 돈 안 벌어오고 집에서 애 육아 참여 안 하는 사람이.,요즘에 결혼하고 밖에 나가서 돈 안 벌어오고 집에서 애 육아 참여 안 하는 사람이 어딨냐.
요즘은 배우보다 아나윤뻐,요즘은 배우보다 아나윤서가 더이뻐
우리나라 3대핑크...핑. 블랙핑크.트 핑크,우리나라 3대핑크...에이핑크.블랙핑크.자이언트 핑크
명도 탑이신분 ~,우리나라 명배우중에서도 탑이신분~
"왜 아직도 상을 줄때도 장유유서인가! 김혜자씨 연기, 이번에 대상감은 아니라고 봅니다","우리나라는 왜 아직도 상을 줄때도 장유유서인가! 김혜자씨 연기 잘하는거 맞는데, 이번에 대상감은 아니라고 봅니다"
##선 밉상돼요,우리나라에선 행복하면 밉상돼요
##찜 넘,우리찜니 넘조아
우와 ~년 ~ 대단하다! 앵야 ~ 좀만 더 힘내서지말자ㅠ근데 앵두를 좀 보고 싶은데......................,우와~19년~대단하다!앵두야~좀만 더 힘내서 아프지말자ㅠ근데 앵두를 좀 보고 싶은데......................
##지마 바보야... 정말 갠나,울지마 바보야...나 정말 갠차나
,웃기다 ㅋㅋ
##파였지 계획된,원래 레파토리였지 계획된
원래 마른 몸매? 쨌네요 ^ ^,원래 마른 몸매 아니었나? 쨌든 부럽네요^^
##하고 나이가서 차승원 김사랑이 했으면 딱이었을것같다,원작하고 나이가 안맞아서 그렇지 차승원 김사랑이 했으면 딱이었을것같다
원주시민들 장동에게패 드려야겠네. 본인 고향은 아산인데 원주에 뿌리를 내리려고하니,원주시민들 장동민에게 감사패 드려야겠네.본인 고향은 아산인데 원주에 뿌리를 내리려고 홍보하니
원진이,원진이 살려 ㅠㅠㅠㅠㅠㅠㅠ
##테이의 결론 : 결국은 맛보 이쁜거!!!,원테이블의 결론: 결국은 맛보단 이쁜거!!!
"월드컵 때문에 불청 시청이 소원하였지만 왜 박선영은 나오는 거냐? 베트남 호이안해변에서 식당 개업한거냐? 아, 선영이의 천진쾌활한 웃음소리를 듣고 싶구나! 뜨거운 양철 지붕 위 같은, 지내고 있겠지.","월드컵 때문에 불청 시청이 소원하였지만 왜 박선영은 안 나오는 거냐? 베트남 호이안해변에서 식당 개업한거냐? 아,선영이의 천진쾌활한 웃음소리를 듣고 싶구나! 뜨거운 양철 지붕 위 같은 요즘, 잘 지내고 있겠지."
##트디를 보는듯...,월트디즈니 만화를 보는듯...
##디를 축복합니다 예수님의 보혈을 덮습니다 상처에 바릅니다 영혼이 잘됨같이 범사가고건해지시길 기도합니다,웬디를 축복합니다 예수님의 보혈을 덮습니다 상처에 바릅니다 영혼이 잘됨같이 범사가 잘되고강건해지시길 기도합니다
윌리엄 그동안 스킵했었는데 오늘 이모습하고 서준이에서 아이로움,윌리엄 그동안 스킵했었는데 오늘 이모습하고 서준이에서 눈여겨볼 아이로 성장했움
##강 이 좋겠다,유강라인 이었으면 좋겠다
유리가 누군데?가라지...,유리가 누군데? 유리가 한두명이라지...
유병 ~ ~,유병재 호감~~
##으니 조심하세요 유산은 노노,유산 될수있으니 조심하세요 유산은 노노
유산과다리 사랑 가즈아 ~!!!,유산슬과 코다리 사랑 듀엣 가즈아~!!!
유이는 나날이가 느는게 티가 남.. 특히 우는 연기랑 목소리 떠는 연기.. 악플량에 비해 연기가 매번 놀란다,유이는 나날이 연기가 느는게 노력한 티가 남.. 특히 우는 연기랑 목소리 떠는 연기.. 악플량에 비해 연기가 좋아서 매번 놀란다
유인나짐,유인나랑 헤어짐?
,유재석 재벌인디
바다가 변제 해주고 우리하면 그림이 좋은데,유진 바다가 변제 해주고 우리 다시 시작하자하면 그림이 좋은데
유진이랑 트와이스연이랑 쫌,유진이랑 트와이스 나연이랑 쫌 닮았다
유천이랑하죠,유천이랑 연락하죠?
,유치해요 ㅠㅠ
유튜브 활력소가 신성일 선생님을 비방하는 퍼뜨렸음. 이 악플러 당했으면.,유튜브 활력소TV가 신성일 선생님을 비방하는 영상을 퍼뜨렸음. 이 악플러 고소 당했으면.
"유혹,했었죠 ~ 근데볼때마다 정훈희닮ㅎ","유혹,대단했었죠~근데볼때마다 정훈희씨닮았음ㅎ"
유희열님 미개꿀인데게스트로 나와주세욤ㅎㅎ유유커플쟁,유희열님 미추리개꿀인데게스트로 나와주세욤ㅎㅎ유유커플 꿀쟁
육두문자 나오,육두문자 나오더라
##하는 아빠는 부모라면 당연한거고요.... ㅋ.. ; ;,육아하는 아빠라니 육아는 부모라면 당연한거고요....ㅋ..;;
윤미래의 재능,윤미래의 재능 너무 아까워.
윤세아 데뷔작인지는 모르겠지만 처음 본 드라마에서 무표정에 차분하고 도도한 이미지였었던거 같은데 그 때 너무서 인상었음 다른 이미지 안어울림,윤세아 데뷔작인지는 모르겠지만 처음 본 드라마에서 무표정에 차분하고 도도한 이미지였었던거 같은데 그 때 너무 잘 어울려서 인상깊었음 다른 이미지 안어울림
윤소희 신인때부터 눈여겨왔지만 내생각보드 더 겸손하면서 이쁜배우일.. 더없네..,윤소희 신인때부터 눈여겨왔지만 내생각보드 더 겸손하면서 이쁜배우일줄이야..더 좋아할수밖에없네..
윤은혜 혹시 교회장에 위처럼 입은 아니겠지... 생각이 있으면 안그랬을거야... 아니라고 해줘요... ㅠ,윤은혜 혹시 교회 결혼식장에 위 사진처럼 입은건 아니겠지...생각이 있으면 안그랬을거야...아니라고 해줘요...ㅠ
##혜와 아직할까요?,윤은혜와 아직 연락할까요?
윤정수씨 괜찮은분인건 알겠는데 현진씨 부모님이라면 좀할거 ㅜ,윤정수씨 괜찮은분인건 알겠는데 제가 현진씨 부모님이라면 좀 속상할거 같아요 ㅜ
윤진이 배우 김예원 ( 써니 반대 패거리 ) 하고 많이,윤진이 배우 김예원(써니에서 반대 패거리 리더)하고 많이 닮았네
##이가를것임,윤진이가 연기를 잘하는것임
##발 ~ ~,은근히 옷발 안나~~
은이 개짐... 벌써릭,은섬이 개멋짐... 벌써 홀릭
음 나쁠건 이왕이면 산불난기부,음 나쁠건없는데 이왕이면 산불난 지역에기부하지
음.. 전형적인 우울증으로 보이는데. 심리치료부터 받아,음.. 전형적인 우울증 증상으로 보이는데. 심리치료부터 받아봐야겠네요
음 볼때마다 체 돌리됨 ; ; ; ;,음방 볼때마다 체널 돌리게됨;;;;
음식 잘하는 시어머니라하면 남편 입맛이 까다로울수 있어요.. 좋은음식 맛있는걸 많이 먹어서 마누라한테도 요구해요. 필요없어요..,음식 잘하는 시어머니라하면 남편 입맛이 까다로울수 있어요..어릴때부터 좋은음식 맛있는걸 많이 먹어서 마누라한테도 요구해요 .부러워 할 필요없어요..
음악적 실력을 떠나 위 포스는 양동이.,음악적 실력을 떠나 무대 위 포스는 양동근이 최고다.
음악퀄은 아직도 3선 오이지야 음악비 무대 돈을 안아껴,음악퀄은 아직도 3사중에선 오이지야 음악 뮤비 무대 돈을 안아껴
응당한 처벌받 언젠가는 다시 연예계든 개인방송에서든길 바랍니다 준영씨,응당한 처벌받고 언젠가는 다시 연예계든 개인방송에서든 볼수있길 바랍니다 준영씨 힘내세요
##해요. ~ 요즘 안재현소속사가 혜선씨 올라올까봐 제일하겠네요,응원해요.~요즘 안재현소속사가 혜선씨 소식 올라올까봐 제일 불안하겠네요
의리으용 ~ ~ ~ ~,의리 보기좋으네용~~~~
##을 가질수도 있지들이 키웠네,의문을 가질수도 있지 네티즌들이 판을 키웠네
"이 누나 데려가신 남편분,습니다 ~ ~ ㅠ _ 누나하세요 ~","이 누나 데려가신 남편분, 부럽습니다~~ ㅠ_ㅠ 누나 행복하세요~"
이 늙...,이 누나도 늙네...
"이 두사람은 전생에 도깨비와, 도깨비신부가 아녔을까..??같은.. 응원합니다 당당한모습 보기좋네요 ~ ^ ^","이 두사람은 전생에 도깨비와,도깨비신부가 아녔을까..?? 운명같은 사랑..응원합니다♡ 당당한모습 보기좋네요~^^"
이 망한걸로 오늘이 종방,이 드라마 망한걸로 아는데 오늘이 종방였군
이는들에 비해 노....,이 드라마는 전작들에 비해 노잼....
이졌으면...,이 방송 없어졌으면....
이 변호사 뭔가 사람.. 좀 관종끼가 요새 안그런 사람은 없는거같고..,이 변호사 뭔가 멋진 사람같다..좀 관종끼가 있지만 요새 안그런 사람은 없는거같고..
애 생기면 걔는가 김태희네....,이 부부 애 생기면 걔는 이모가 김태희네....
분 진국이실 듯 ~,이 분 왠지 진국이실 듯~!
이 분은 달고 다니시,이 분은 논란 달고 다니시넹
이는 동물왕국틀어 30 % 임,이 시간에는 동물의왕국틀어도 30%임
이 와중에.. 혹시검하고 사귀는중인건가.. 하는 생각이 밀려옴 ; ;,이 와중에..혹시 박보검하고 이번에는 사귀는중인건가..하는 생각이 자꾸 밀려옴;;
##였어요? 광줄 알았네ㅋㅋㅋ,이거 드라마였어요? 광곤줄 알았네ㅋㅋㅋ
이거 어묵논란은 해결된건가요?줄알,이거 어묵논란은 해결된건가요? 폐지된줄알았는데
이건 단순히 도박 문제를 떠나서 한국 육아 주부들이 다같이 문제라고 본다,이건 단순히 도박 문제를 떠나서 한국 육아 주부들이 처한 현실을 다같이 돌아볼 문제라고 본다
이건 아니다 ㅠㅠ진짜 말이되 포르투갈까지 따라온 여자 버린다,이건 아니다 ㅠㅠ진짜 말이되 포르투갈까지 따라온 여자 버린다고??
이건 조재현이 잘못한게 없지 않나? 또 단국대 나온 조수훈은 비한체대 라인인데... 그냥 구별하기 쉽게 한체대 비한체대 이렇게거지한체대는 곧 단국대 라인을고...,이건 조재현이 잘못한게 없지 않나? 또 단국대 나온 조수훈은 비한체대 라인인데... 그냥 구별하기 쉽게 한체대 비한체대 이렇게 부르는거지 비한체대는 곧 단국대 라인을 말하는거고...
6나니.......,이걸 6회나 봐야한다니.......
이걸한번 봐바야겠네 한지혜숨소리 듣느리 안보는게낫다싶어 심심했는데 김정수작,이걸한번 봐바야겠네 한지혜숨소리 듣느리 안보는게낫다싶어 심심했는데 김정수작가라 기대해보네요
##지?,이게 뭐가문제지?
이게 사실이든아니든 확인도 안된걸 sns에 실명한게 무슨 열사니 뭐니여줄 일인가?지...,이게 사실이든아니든 확인도 안된걸 sns에 실명 거론한게 무슨 열사니 뭐니 부축여줄 일인가? 잘못된거지...
이게 헤프닝으로 끝나야 아는형님에서 빚 드립을 칠수있는 구라좋 상민이형님 화이팅 ㅠ,이게 헤프닝으로 끝나야 아는형님에서 빚 드립을 칠수있는데 구라였으면좋겟다 상민이형님 화이팅 ㅠ
이국주마.... 그래도 여자로서 망가지면서 웃긴다는게 얼마나 힘든건데.. 난 박나래가 더 웃겨도 인간적으론 이국주가 더던데... 이국주도 사람이고 여자야 무조건 욕하지,이국주 욕하지마.... 그래도 여자로서 망가지면서 웃긴다는게 얼마나 힘든건데.. 난 박나래가 더 웃겨도 인간적으론 이국주가 더 끌리던데... 이국주도 사람이고 여자야 무조건 욕하지 마라
##한 잘듯ㅋㅋ,이규한씨 잘 어울릴듯ㅋㅋ
이나영 보며 이쁘다.. 이쁘다.. 역시이다.. 어쩜 저리 하나도 안변하고 아이낳고두 이까...만하느랴 무슨내용인지 눈에안들어옴 ㅜ 내일부터 다시집중해야겠어요ㅋ근데 스카이캐슬은 오늘 초집중ㅠ 미첬음 ㅜㅜ,이나영 보며 이쁘다..이쁘다..역시이쁘다..어쩜 저리 하나도 안변하고 아이낳고두 이쁠까...감탄만하느랴 무슨내용인지 눈에안들어옴 ㅜ 내일부터 다시집중해야겠어요ㅋ근데 스카이캐슬은 오늘 초집중ㅠ 미첬음 ㅜㅜ
이다해냐ㅋㅋㅋㅋ,이다해 왜케 웃기냐ㅋㅋㅋㅋ
이동건 차예련 핑크빛 열애중 ㅡ벌네 세월참 빠르긴 하네 ㅡㅡhttp : / / antijms. net,이동건 차예련 핑크빛 열애중 ㅡ벌써 십년전이네 세월참 빠르긴 하네 ㅡㅡhttp://antijms.net
이동우 방송나와서 시력이 약해지면서 어린딸 밟은얘기하면서게데 정말하더라,이동우 방송나와서 시력이 약해지면서 어린딸 밟은얘기하면서 슬프게 우는데 정말 짠하더라
나온게 참..... 애낳고나면 붓기어쩔데 무슨 성형설 ㅡㅡ,이런 기사 나온게 참.....애낳고나면 붓기어쩔수없는데 무슨 성형설 ㅡㅡ
이런 영혼은 하나님 한테하면 정말 퍼펙트 하다. 씨 들어가면 정말 감동 될거다.,이런 영혼은 하나님 한테 의지하면 정말 퍼펙트 하다. 말씀의 씨 들어가면 정말 감동 될거다.
이럴 줄 알았다 딱봐도 거짓뉴스산다 본 사람이면 다 잔나비 진짜 힘들게 노력해서 성공하니까 괜히 시샘나서,이럴 줄 알았다 딱봐도 거짓뉴스였음 나혼자산다 본 사람이면 다 알텐데 잔나비 진짜 힘들게 노력해서 성공하니까 괜히 시샘나서
##을수,이렇게 재밋을수 있다니
이렇게하고 여성 실종 들어감 어디로 사라짐?,이렇게하고 제주도 여성 실종 실검 쏙 들어감 어디로 사라짐?
이름이 차주혁인 걸 엄마는 차서방이 했지?,이름이 차주혁인 걸 엄마는 어떻게 알고 차서방이라고 했지?
##랑된다,이명박이랑 너무 비교된다
이미 설명회 참석한 적이 없다고 본인이 해명한 인터뷰 기사도 올라왔는데 이건 좀 내려주시죠?? 그리고 고소장 내용일 뿐 확실한 팩트도 없는데 무조건 욕부터 하신 분들 양심 챙기세요 : / /. me 5h07ulzU,이미 설명회 참석한 적이 없다고 본인이 해명한 인터뷰 기사도 올라왔는데 이건 좀 내려주시죠?? 그리고 고소장 내용일 뿐 확실한 팩트도 없는데 무조건 욕부터 하신 분들 양심 챙기세요 http://naver.me/5h07ulzU
##은이 하고들은 뭐함?,이발은 다른사람이 하고 저분들은 뭐함?
"경로우대 대상 ( 주말극, 일일극, 대하극아버지어머니역할 ) 아니라 제대로 된","이번엔 경로우대 대상(주말극 ,일일극, 대하극아버지어머니역할) 아니라 제대로 된 대상같음"
이병헌이 뭔했어요? 저는 내마음의 풍금 봤는데 잘게 나와서더만,이병헌이 뭔 잘못했어요?저는 내마음의 풍금 봤는데 잘생기게 나와서 좋더만
이병헌이 사부로을듯 ~ ~,이병헌이 연기 사부로 나와도 괜찮을듯~~
이분 연기는 악마를았다 좀 실망.,이분 연기는 악마를보았다에서 보고 좀 실망.
왜 모르세요 하얀거탑에서 거으로신 분이잖아요,이분 왜 모르세요 하얀거탑에서 거탑으로 나오신 분이잖아요
,이뻐요 언니
##이 ㅊ,이뻐이뻐 ㅊㅋ
##게 잘살고만 먼 생트집이야순산,이쁘게 잘살고 있고만 먼 생트집이야순산하세요
##긴 진짜게네,이쁘긴 진짜 디게 이쁘네
##니까 이해,이쁘니까 이해해라
,이쁘니깐 괜찮아
##니깐자 ~!!!!!,이쁘니깐 봐주자~~!!!!!
##까,이쁘닌까 무죄
##면 용서됨 ~ 사랑해 ~,이쁘면 용서됨~사랑해~
,이쁜 부부 ♥
##들과 아들들,이쁜 엄마들과 아들들 ㅠㅠㅠ
##환이 들어오면 재미날듯,이상민이나 신정환이 들어오면 재미날듯
##윤가 ~ 잘만하시더라,이상윤연기가 어때서~ 잘만하시더라
이상윤이 안아주는거는 연인관계가 아닌 오같은,이상윤이 안아주는거는 연인관계가 아닌 오누이같은 위로 느낌
##야를하게 됨,이상하게 다야를 응원하게 됨
##보 보다돌림,이상해보였다 보다 채널돌림
이서진이 한지민 넘 같음.. 둘이 잘.. ㅋㅋ,이서진이 한지민 넘 귀여워 하는것 같음.. 둘이 잘 됐으면..ㅋㅋ
##빈...,이선빈이 아깝다...
##창!!!....,이세창 화이팅!!!.....
##근해라 ~ ~ ~ ~,이수근 흥해라~~~~
이순재님 배우자 많이하시었을듯제3자가 봐도 불쾌...,이순재님 배우자입장에서 많이 불쾌하시었을듯제3자가 봐도 불쾌한것이...
이승기 예의도 없고 열심히도 안한다는,이승기는 예의도 없고 열심히도 안한다는 말인가
이승기는 나영석 머릿속 없는건가,이승기는 이제 나영석 머릿속에 없는건가요
이시언 팬팅 빵긴 ㅋ,이시언 팬미팅 빵 터지긴했음 ㅋ
이엘리야 보면 혓바닥남,이엘리야 보면 혓바닥만 생각남 ㅠㅠㅠ
이영자는 먹는거만 하지 왜 또으로 가는 건지.,이영자는 먹는거만 하지 왜 또 무리한 설정으로 가는 건지 안타깝다.
결혼하지어나? 돌?,이완 결혼하지 않았어나? 돌싱?
##이면 딸을 낳좋았을테데 ~ 이쁜아들이랑게사세요,이왕이면 딸을 낳았으면좋았을테데 ~이쁜아들이랑 예쁘게사세요
이유가무엇이든간에 어잿거나 저애가노력한결과라생각함넘마극성이든모든간에 몰해도안되는애가잇고 되는애가잇듯이... 쟈도 본인노큰듯.보 정우,이유가무엇이든간에 어잿거나 저애가노력한결과라생각함넘마극성이든모든간에 몰해도안되는애가잇고 되는애가잇듯이...쟈도 본인노력도큰듯. 박수보냅니다 정우
이정도면 드라마가 아니라 블럭 버스터급영화 ~ ~쥐 베본2가.,이정도면 드라마가 아니라 블럭 버스터급영화~~ 왠쥐 베본2가 나올지도.
이제 뭘. 남궁견. 어쩌나 심심해서.,이제 뭘 볼까.남궁민의 재발견.어쩌나 심심해서.
이제 박유천 까라개인 만큼 먹었디ㅡ,이제 박유천그만 까라개인일이고 욕먹을 만큼 먹었디ㅡ
"##만 질 수 있다면 자유롭게 사랑해도 되는 시대 아닌가? 홍상수 감독 자녀들도 다 성인으로 알고 있는데, 이을 막을 이유가 뭐가있지?","이제 책임만 질 수 있다면 자유롭게 사랑해도 되는 시대 아닌가? 홍상수 감독 자녀들도 다 성인으로 알고 있는데, 이 이혼을 막을 이유가 뭐가있지?"
이제 하나님 천국 가자,이제 하나님 믿고 천국 가자
##물이다 천만도 간간당 할걸...,이제끝물이다 천만도 간당간당 할걸...
이종석이 더네... 왜 이렇게조카같은들로 로맨스를 찍는지,이종석이 더 예쁘네... 왜 이렇게 이모조카같은 배우들로 로맨스를 찍는지
이주승 세상에서 제일럽다,이주승 세상에서 제일부럽다
이준기는 연기 넘 잘하고 이시언은 넘 까오 장난아님. 드라마 너무는데 이지은 연기 좀만 더 잘하면 좋겠다,이준기는 연기 넘 잘하고 이시언은 넘 웃기고 까메오 장난아님.드라마 너무 재밌는데 이지은 연기 좀만 더 잘하면 좋겠다
##기인줄.,이준기인줄 몰랐..
이준이랑 연애중었나?대?,이준이랑 연애중 아니였었나? 언제 헤어졌대?
이지아 고쳤던 뭐했던 이쁘건 진짜. 뭐랄까.. 좀스러운 느낌이랄까?,이지아 고쳤던 뭐했던 이쁘건 진짜 이쁘다. 뭐랄까.. 좀 신비스러운 느낌이랄까?
이지 같은 여자랑 결혼하고,이지혜 같은 여자랑 결혼하고 싶다ㅠㅠ
이집은 부부가 둘다 너무밈없고해방송용으로 가식적으로 않아서 안티들에게 물고 뜯기고 있네,이집은 부부가 둘다 너무 꾸밈없고 솔직해방송용으로 가식적으로 나오지 않아서 안티들에게 물고 뜯기고 있네
##플 넘 ~ ~ ~,이커플 넘 조아~~~
##커합니다ㅎㅎ,이커플 애정합니다ㅎㅎ
이태임과 구분안됨,이태임과 구분잘안됨
이현이 보고 짜증나는거 박가원 보고 왜들,이현이 보고 짜증나는거 박가원 보고 풀었는데 왜들그래
이혼을 하더라도 박한별 직업은 연예인이고아야하는데 방송에도 나오지말라 너무한일아닌가요. 본인들 인생아니라고.,이혼을 하더라도 박한별 직업은 연예인이고 먹고살아야하는데 방송에도 나오지말라하는건 너무한일아닌가요. 본인들 인생아니라고..
