masked,original
이혼즈음해서 둘 다졌던데? 송중기는 아스달에서 여배우 포함 제일 예뽀 송혜교 최근cf는 보다가 리모컨 떨줌. 와 그냥,이혼즈음해서 둘 다 엄청 예뻐졌던데? 송중기는 아스달에서 여배우 포함 제일 예뽀 송혜교 최근cf는 보다가 리모컨 떨줌. 와 그냥 여신
이효리,이효리는 흥해라
이휘재랑 똑같네,이휘재 젊었을때랑 똑같네
,인물은 참 없다
저렇게맛이 날텐데. 능력 좋고 얼굴 이쁘고.,인생은 저렇게 살아야 살맛이 날텐데. 능력 좋고 얼굴 이쁘고.
##으로 나오는 존 ~ ~,인턴으로 나오는 사원 존잘 ~~
일반인 기준으로 보면 직업잃고 2억주고 2년깜방 생활하러 간거니 같은데??,일반인 기준으로 보면 직업잃고 2억주고 2년깜방 생활하러 간거니 작은 처벌이 아닌것 같은데??
일베 슈가대디해,일베& 슈가대디논란 해명해
일본 사람입장에선를 버린거네,일본 사람입장에선 자기나라를 버린거네요.
져라,일본 축구 져라
일본사람들 너무하고국민성도 한국보다 훨씬좋고히 선진국이 아님,일본사람들 너무 좋아 친절하고국민성도 한국보다 훨씬좋고괜히 선진국이 아님
일본인인줄 알고 진짜 따로 찾아볼 정도였네요 매우깊!,일본인인줄 알고 진짜 따로 찾아볼 정도였네요 연기 매우 인상깊었어요!
"일뽕은 프듀 시즌1, 2도 현장이랑 방송이랑도 너무려서 논란 많았음","일뽕은 아닌듯 프듀 시즌1,2도 현장이랑 방송이랑 호응도 너무 갈려서 논란 많았음"
계단내려올 업힐때...달달해,일어나서 계단내려올때 업힐때...ㅠㅠㅠ달달해
임산부에 헐 대구라니 ㄷㄷㄷㄷㄷㄷ 만 박혀있어요 누나,임산부에 헐 대구라니 ㄷㄷㄷㄷㄷㄷ 집에 만 박혀있어요 누나 ㅜㅜㅜ
임신만 안하면 속도위반이 아닌건? 아니면 속도위반은 했지만 단속은 피했다는? 말도 생각하면서했으면,임신만 안하면 속도위반이 아닌건가? 아니면 속도위반은 했지만 단속은 피했다는 것인가? 말도 생각하면서 조심했으면
임신해서 그런지 좀 찐 같은데 오히려 보기 ~ ~,임신해서 그런지 살이 좀 찐것 같은데 오히려 보기 좋음~~
##연이,임지연이 아까워요
임현주너무이뻐요 임현주가짱 같은여자가너무스럼,임현주너무이뻐요 임현주가짱 같은여자가봐도너무사랑스럼♡
##으면 들어가서도 아무것도 안해야되는게 정상아닌가?,자기가 잘못햇으면 들어가서도 아무것도 안해야되는게 정상아닌가?
##하면 되는거 아니냐?이나 빌어줘라,자기들끼리 행복하면 되는거 아니냐? 행복이나 빌어줘라
##보다 미나 아깝다,자꾸보다보니 미나가 아깝다
##를하는건다,자동차를 운전하는건 지옥이다
##하고 싶나봐 ㅋㅋ,자랑하고 싶나봐 ㅋㅋ
자발적녀부부 좋을까?어갈 아이가 행복 이던데,자발적 무자녀부부 좋을까?나이들어갈수록 아이가 행복 이던데
자살한 천국에 가지 구천을 떠돈다던데 ㅠ,자살한 영혼은 천국에 가지 못하고 구천을 떠돈다던데 ㅠ
,자숙 끝났나요
자전차 엄복동이!!!,자전차왕 엄복동이다!!!
자판기않았음?가나왘ㅋㅋㅋㅋㅋㅋㅋㅋ,자판기 웃기지않았음? 음료가 계속나왘ㅋㅋㅋㅋㅋㅋㅋㅋ
##님 제발 진짜 중간에 어떻게 하시든지 마지막엔 민순경이랑 온준영이게 해주세요...,작가님 제발 진짜 중간에 어떻게 전개 하시든지 마지막엔 민순경이랑 온준영이 잘되게 해주세요...
작품마다 헤어스타에 따라 얼굴이 다 다르다희하고상하다 이남,작품마다 헤어스타에 따라 얼굴이 다 다르다희한하고 요상하다 이남자다
잘건가? 그냥형이지... 몸매도,잘 생긴건가?그냥 호감형이지...몸매도 좋은
잘 ㅠㅠ 송혜교 보단 김지랑 분위기가린듯,잘 어울린다 ㅠㅠ 송혜교 보단 김지원이랑 분위기가 어울린듯
컸네요.해보여요 ~,잘 컸네요. 화목해보여요~
잘될거야 엠몽는 항상...,잘될거야 엠씨몽 노래는 항상 좋았는데 ...
잘못은 했지만로 자기인생도밑바닥으로 떨어진 불쌍하다는 생각이 드네요 ~,잘못은 했지만 한순간실수로 자기인생도밑바닥으로 떨어진 사람도 불쌍하다는 생각이 드네요~
##것도 없는데 사람주는거... 다 본인들한테 돌아간다. 맘보 곱게써라.,잘못한것도 없는데 사람 욕하고 상처주는거...다 본인들한테 돌아간다.맘보 곱게써라.
##생겼는데 얼굴 아깝다,잘생겼는데 얼굴 아깝다
##으니 돼ㅛ,잘생겼으니 돼ㅛ어
##데다가 연대 정치외교..셨군요 삼가 명복을 빕니다.,잘생긴데다가 연대 정치외교.. 인재셨군요 삼가 고인의 명복을 빕니다.
잘려욥 나혼산혜진됨,잘어울려욥 나혼산보면서혜진 호감됨
잘린다! 후성에 힘써주세요 ~,잘어울린다!후학양성에 힘써주세요~
잘림 언능지,잘어울림 언능 결혼하셔야지
##데 인정하는게 왜그리 힘들어하지? 직접들어보면 아무소리도 못함.... 손연 ~ ~!!!,잘하는데 인정하는게 왜그리 힘들어하지?직접들어보면 아무소리도 못함....손승연~화이팅~!!!
잘하는분 많은데 송가만큼 임패분은 없네요 그래도 보이스퀸보다는 낫고요,잘하는분 많은데 송가인만큼 임패트있는분은 없네요 그래도 보이스퀸보다는 낫고요
잠을 잘 못 이루는 예민한구나. 악플 같은 보지도.,잠을 잘 못 이루는 예민한 성격이구나. 악플 같은건 보지도 말길.
잡티가서 하면 싹져요 아저씨,잡티 피부과가서 레이저 하면 싹없어져요 아저씨
장도연 양세형 추가 투입 나래와,장도연 양세형 추가 투입 케미 좋아요 나래와 좋아요
##님께는 자식된 도리를 해야 하고께누 자식된 도리 따위는 없고? 아직 많이 어린거 같음엄마가 또 상처받길 원하지 않는마음은 알겠지만 말은 함부로 내뱉는게 아님,장모님께는 자식된 도리를 해야 하고 어머니께누 자식된 도리 따위는 필요 없고?아직 많이 어린거 같음엄마가 또 상처받길 원하지 않는마음은 알겠지만 말은 함부로 내뱉는게 아님
##조셍 ‥,장승조랑 밀어주셍‥
장윤정 ~ 난 저 특유의 콧소리가. 계속 흥 ~ ~,장윤정 좋아요~ 난 저 특유의 콧소리가 좋음. 계속 흥하길~~
장태준이 죽인거는 같은데에서 풀어주 근데 11월까지 어떻게 기다리지 ㅠㅠ,장태준이 죽인거는 아닌거 같은데 시즌2에서 풀어주것지 근데 11월까지 어떻게 기다리지 ㅠㅠ
,재미 1도 없다
재미 1도 없으.. 완전버린,재미 1도 없으..완전 산으로 가버린 스토리
,재미 있습니까 ?
,재미가 없어요
##만 있 다들악이네,재미만 있더만 다들악플이네
재인거,재민이인거 같네요
##기만 하구만그리들 불평불만들이 많으?,재밌기만 하구만 뭘그리들 불평불만들이 많으신가요?
재밌긴 한데 내용전개가 좀... 김지원 진짜 세젤.....,재밌긴 한데 내용전개가 좀... 그래도 김지원 진짜 세젤예임.....
##는데하고좋고 대만족,재밌는데 신선하고 연기좋고 대만족
재밌다는 사람들 진심 알바,재밌다는 사람들 진심 알바 아니고??
##어요차선희씨 밤새간하는 장면 눈물요담주가빨리오길,재밌어요차선희씨 밤새간호하는 장면 눈물났어요담주가빨리오길
##었고도 잘듯 굳굳,재밌었고 스토리도 잘 지은듯 굳굳
잼민 파워,잼나.남궁민 파워
저 매니저형도 그냥 같이 연예인 시켜주세요.. ㅠㅠ 너무생기고 인성도 너무..,저 매니저형도 그냥 같이 연예인 시켜주세요..ㅠㅠ 너무 잘생기고 인성도 좋고 너무 좋아요..
집딸이 되고,저 집 막내딸이 되고싶다
저궁굼해서그러는데. 이사건에대해서잘모르는데 승리가 왜 있는거죠 직접 마약 성관계 폭행 성푸행 자기는 하진않았??? 거기햇던사람들이인데...,저궁굼해서그러는데.이사건에대해서잘모르는데 승리가 왜 잘못이 있는거죠 직접 마약 성관계 폭행 성푸행 자기는 하진않았잖아요???거기햇던사람들이잘못인데 ...
저는 애초에 믿지도 않았어요 ~ 걱정마시고! ~ 나영석PD님 ~ 정유미 ~ ^ ^,저는 애초에 믿지도 않았어요~ 걱정마시고 힘내세요! 응원합니다~ 나영석PD님~정유미님~^^
유리씨 주현씨 퐁당.. ㅎㅎ,저도 유리씨 주현씨 매력에 퐁당..ㅎㅎ
저러다정들고 정사는거아녀? ㅎㅎㅎ,저러다정들고 정들다사귀는거아녀?ㅎㅎㅎ
저런관상이잘하드라컸넹,저런관상이 노래잘하드라 잘컸넹
저렇게 눈큰 여자는 눈작은남자를 좋아한다 눈작은가생겨보인다 내가다,저렇게 눈큰 여자는 눈작은남자를 좋아한다 눈작은남자가 잘생겨보인다 내가그렇다
"저정도 먹으면 외식은 극자제 될텐데. 한창 먹을때는 집에서 해결하거나, 부마련.","저정도 먹으면 외식은 극자제 될텐데. 한창 먹을때는 집에서 해결하거나, 부페로 가기마련."
해라 운전하다보면 보복운전 하고싶은 경우가 얼마나 많은데 그냥 이해하고 나도 그런상황만들수 잇으니 넘어가는거지 여기사람들은 운전자 아닌듯하다,적당히 해라 운전하다보면 보복운전 하고싶은 경우가 얼마나 많은데 그냥 이해하고 나도 그런상황만들수 잇으니 넘어가는거지 여기 댓글쓰는사람들은 운전자 아닌듯하다
"적어도, 박지, 옹우보다는 잘생긴듯","적어도 강다니엘, 박지훈, 옹성우보다는 잘생긴듯"
##일텐데 ᆢ결혼 해아지요 ~,적잖은 나이일텐데 ᆢ결혼 해아지요 ~
그냥 조보 땜에...,전 그냥 조보아 땜에 봐요...
전 백종원님 사이다 발언이랑 조보아님 때문에 봅니다 조보아님 보면 덩달아 짓되고,전 백종원님 사이다 발언이랑 조보아님 때문에 봅니다 조보아님 보면 덩달아 웃음 짓게되고 좋네요
전두환 며느리,전두환 며느리 박상아라던데
전생에... 지는! 쳇 ~,전생에 나라를... 부러우면 지는건데! 쳇~
전설은 아닌거 같다.까진 과,전설은 아직 아닌거 같다. 전설까진 과함
전소민 진짜 김지석 설다 몸매어쩔껀가 ㅠㅠㅠㅠ,전소민 진짜 귀엽고 김지석 설렌다 몸매어쩔껀가 ㅠㅠㅠㅠ
##관 가는게 이제 추세여,전쟁기념관 가는게 이제 추세여?
##지,전혀 그립지 않습니다
,전혀 틀리구만
"전현무 KBS전 아나운서, 진짜 부럽다년 나이차도 한창나는 여친","전현무 KBS전 아나운서, 진짜 부럽다 92년생 나이차도 한창나는 여친이라니"
전현무ㅡ 개럽다ㅡ 살았어야 대는데,전현무 승ㅡ 개부럽다ㅡ 열심히 살았어야 대는데
전현무 없이 어찌까나.....세요 ~ ~,전현무 없이 어찌 돌아갈까나..... 얼른 돌아오세요~~
전현무길,전현무랑 잘되길
##지네ㄷㄷ우,점점 이뻐지네ㄷㄷ와우
##뻣는데.... 10대 최고였슴.. 지금도요.. ^ ^,정말 예뻣는데....10대 최고였슴..지금도 예뻐요..^^
정말 욕먹기하게 살아라,정말 욕먹기 싫으면 그냥 평범하게 살아라
정말생겼다 ~ ~ ~ ~ ~ ~ ^ ^ 아침부터 호하네요옹 ~ ~ ~ } } ^ ^,정말 잘생겼다~~~~~~^^아침부터 눈이 호강하네요옹~~~}}^^
축하드려요 그 나이에 임신 성공하기 하늘이 도왔나봅니다..,정말 축하드려요 그 나이에 임신 성공하기 쉽지 않은데 하늘이 도왔나봅니다..
##학의 힘은 대단하다는걸 느끼게해줌..,정말 현대의학의 힘은 대단하다는걸 느끼게해줌..
##잘리는픈한쌍갓아요 제가더흥분되고기분이너무좋읍니다 너무너무축하축하드립니다,정말잘어울리는예픈한쌍갓아요 제가더흥분되고기분이너무좋읍니다 너무너무축하축하드립니다
정미애,정미애 화이팅 이뻐요
##애씨얼굴 ~ ~,정미애씨 예쁜얼굴이죠~~
정소 아깝다 도대체,정소민이 아깝다 도대체 왜 ㅜㅜ
##래이,정신줄 단디 챙기래이
##채 좋겠다,정은채 아니었음 좋겠다
정해인도 별,정해인도 별론뎅
정해인에게 치여서 현생불가 인생 입 내배우 정해인 고맙고 사랑해❤️❤️❤️ 차기작도 너무 기다리게 하지 마여,정해인에게 치여서 현생불가. 인생 처음 입덕 내배우 정해인 고맙고 사랑해❤️❤️❤️ 차기작도 너무 기다리게 하지 마여
정해인이 지금 선그 맞지... 예진니차인거?,정해인이 지금 선그은거 맞지...예진언니차인거?ㅠㅠ
제2의 이상민이 계셨네요.씸 사신 김범룡님 수고.,제2의 이상민이 계셨네요.열씸히 사신 김범룡님 수고하셨어요.
제대로 교육시켜 내보낸다는데.. 아직보기에 미숙한가보지 일단 방송나와 이름알렸고 더 발전되서 나되는데 무슨 소송? 별로... 갑질해 보임,제대로 교육시켜 내보낸다는데 ..아직보기에 미숙한가보지 일단 방송나와 이름알렸고 더 발전되서 나감되는데 무슨 소송? 별로... 갑질보단 신중해 보임
제목만 보고 한혜진 언니인줄알고 들어온년ㅠㅠㅠㅠㅠㅠㅠ 나혼산은 불매지만 혜진니긔ㅠㅠㅠㅠㅠ,제목만 보고 한혜진 언니인줄알고 들어온 나년ㅠㅠㅠㅠㅠㅠㅠ 나혼산은 불매지만 혜진언니 보고싶긔ㅠㅠㅠㅠㅠ
제발 부탁요연예인여려악들들 말고사세요들,제발 부탁요연예인여려분악플러들 신경쓰지들 말고사세요들
제주도 호텔 잘 해결하셨는지.. 군대 가기전에 터져서.. 앞으로 ^ ^,제주도 호텔 문제는 잘 해결하셨는지..군대 가기전에 터져서..앞으로 활동 기대합니다^^
신동인가요? 슈퍼쥬니어 리메이크 무대인가 몸매가 신동,젤 오른쪽 신동인가요? 슈퍼쥬니어 리메이크 무대인가 몸매가 신동인데
조국 덮으로 정국 이 건드리면 클난다. 방탄은말. 네이버내려,조국 덮으로 정국 이 건드리면 클난다.. 방탄은 건드리지말. 네이버 실검내려
조보 정나온거 남자있냐?,조보아 정법나온거 안본 남자있냐?
조보 표정기만 하구만 뭘,조보아 표정 귀엽기만 하구만 뭘
조보갈 더 빛이나네,조보아는 날이갈수록 더 빛이나네
"##하겠지, 그만 기사화해라","조사하겠지, 그만 기사화해라."
조선절녀 잘.,조선절세미녀 잘 살아요.
##호는 하고 군대도 가고 바쁘네,조세호는 승무원도 하고 군대도 가고 바쁘네
##해서 전역하시길 ~ ^ ^,조심해서 무사히 전역하시길~~^^
조여 올백머리에 밑으로 사알짝 퍼지는가 제일 잘,조여정은 올백머리에 밑으로 사알짝 퍼지는 드레스가 제일 잘 어울림
##정씨 ~ ~ ㅎㅎ,조은정씨 이뻐요~~ ㅎㅎ
조재현는 갑...,조재현 연기는 진짜 갑이었는데 ...
조재현!,조재현씨 응원합니다!!
조재현 힘내세요 하차,조재현씨 힘내세요 하차하지마세요 ㅠ
조재현내시나,조재현씨는 잘지내시나보네요
조 닮,조커랑 닮음
존고만 안예뻐 ; ; ;,존예고만 어디가 안예뻐;;;
좀 더 조건에 맺 싶나 보지,좀 더 유리한 조건에 계약 맺고 싶나 보지
좀 부추기는 거 같네.... 젊은 애들이 안돼,좀 부추기는 거 같네....젊은 애들이 연애하는데 안돼?
좀더 결과를 지켜봅시다새발 하려던 두사람에게 숨쉴시간을 좋을거같네요. 질투가 발발된것도 있을것입니다,좀더 결과를 지켜봅시다새출발 하려던 두사람에게 조금 숨쉴시간을 주면 좋을거같네요. 질투가 발발된것도 있을것입니다
##이가 낫구만 얼굴이아니다,종국이가 낫구만 얼굴이 다가아니다 사람은
,좋다 X1
좋아보이네헤어져 천륜은못는가보다,좋아보이네 부부는헤어져도 천륜은못끊는가보다
말만두 못 사는,좋은 말만 해두 못 사는 세상
밑에서 착하게 클듯 ㅎ 샘 아빠가 사람이 것 같다 ~ ~,좋은 부모님 밑에서 착하게 클듯 ㅎ 샘 아빠가 사람이 좋은 것 같다~~
죄것도 잘살라고,죄진것도 아닌데 잘살라고 냅둬라
진짜 저런를 봐서 그런지 안타깝다ㅜㅜ애가 준영이 애니,주변에 진짜 저런 경우를 봐서 그런지 안타깝다ㅜㅜ애가 준영이 애였다니
같이 맞아주는 거 보고 더했자녀... ❤️ 아니 황민현 당신 대체 언제까지해질 예정이야!!,주사 같이 맞아주는 거 보고 더 반했자녀...❤️ 아니 황민현 당신 대체 언제까지 다정해질 예정이야 !!
준영인 영재랑 잇을때가해보!,준영인 영재랑 잇을때가 젤 행복해보임!
준영재,준영재 가자..
##의섹미가있음. 어느연령이건 충분히을 느낄만한데..,중년의섹시미가있음.어느연령이건 충분히 매력을 느낄만한데..
##는 어느정도함 소녀나 하지ㅜㅠ,중요한건 노래는 어느정도함 소녀시대나 하지ㅜㅠ
지라,지 자식이라 이쁜가보다
##인줄 알았네 ㅋㅋ,지금까지 미혼인줄 알았네 ㅋㅋ
지금으로따지면 뷔 + 느낌? 당시에 여자들이라면 믹유천긴함ㅋㅋㅋㅋㅋ,지금으로따지면 뷔+정국 느낌? 당시에 여자들이라면 믹키유천 좋아하긴함ㅋㅋㅋㅋㅋ
지하구 닮 ㅋㅋㅋ,지드래곤하구 너무 닮음 ㅋㅋㅋ
##디 변했 부어도보이고...,지디 얼굴이 변했네요 부어도보이고...
지이다 첨견말자.은,지몸이다 첨견말자. 멋은있네
지병이 치통인가요?? 여러분가고 예수님읍시다,지병이 치통인가요?? 여러분 치과 자주가고 예수님 믿읍시다
##이 더생김,지성이 더잘생김
##는 어린 아이일때도하고 성숙하더니 가정사 시끄러웠어도 그대로 잘듯 ~ 엄마에겐 딸이 평생친구인데 얼마나 이쁠까 ^ ^ ~,지아는 어린 아이일때도 차분하고 성숙하더니 가정사 시끄러웠어도 그대로 잘큰듯~ 엄마에겐 딸이 평생친구인데 얼마나 이쁠까^^~
지연은 솔로 해야한다. 능력이 너무. 노래 만난다면 언젠가 반드시 터질꺼임.,지연은 반드시 솔로 해야한다. 능력이 너무 아까워. 좋은 노래 만난다면 언젠가 반드시 터질꺼임.
지연이 얼굴은 더...,지연이 얼굴은 더 배우같네...
지인들 다한번 한거가지고 연애를 한다 어쩐다... 게다가 cctv까지 들추어내서..,지인들 다 있는 자리에서 포옹한번 한거가지고 연애를 한다 어쩐다...게다가 cctv까지 들추어내서..
##분들여유있는분들 좀드리세요너무깝네,지인분들여유있는분들 좀도와드리세요너무안타깝네
지지달 킨텍스 전시장에서 이상아누나 봤는데! 확실히 연예인은 급이 다르더라! 세월이 흘러도 이쁘긴 진짜 이쁘더라. 예전에는 진짜 탑급의 하이틴 스타였는데... 니들이 이상아달 자격이나 있냐?,지지난달 킨텍스 전시장에서 이상아누나 봤는데! 확실히 연예인은 급이 다르더라! 세월이 흘러도 이쁘긴 진짜 이쁘더라.예전에는 진짜 탑급의 하이틴 스타였는데... 악플러들 니들이 이상아 악플달 자격이나 있냐?
지창욱배우님 얼굴 공개에 사과해라. 제대와 복귀 얼마남지 않는 배우 횡패인가,지창욱배우님 얼굴 공개 한것에 사과해라.제대와 복귀 얼마남지 않는 배우에게 무슨 횡패인가
지효임보지셈,지효 남친임 넘보지 마셈
진심 기사 읽고도 갸우뚱함 이게 일인가요?.. 나신 분들은 대체 뭐가하셨어요?... 팬이라는데 유부남이고 유부녀고 뭐가 중요???,진심 기사 읽고도 갸우뚱함 이게 사과할 일인가요?..화가 나신 분들은 대체 뭐가 불편하셨어요?...팬이라는데 유부남이고 유부녀고 뭐가 중요???
진영아걸스합,진영아 원더걸스 재결합 가자
진영이 형님은 우리 곡사 lYG행닝을 이기고 오셨으면 좋겠다는 마음입니다 행님 ~,진영이 형님은 우리 곡의 하술사 lYG행닝을 이기고 오셨으면 좋겠다는 마음입니다 행님~
진우 설의들 이해불가,진우. 설아의 행동들 이해불가
아재돌 젝키지,진정한 아재돌은 젝키지
진짜 50 다 되어가는 저 정도면 거죠 ~ ~ ~,진짜 50 다 되어가는데 저 정도 미모면 대단한 거죠~~~
진짜 ti다,진짜 tmi다..
진짜 대한민국 원 ~ ~ ~!!!!!,진짜 대한민국 원탑~~~!!!!!♡♡♡♡♡♡♡
진짜쩔어.... 볼수록매적...지가않음,진짜 매력쩔어....볼수록매력적...질리지가않음
진짜는 뽀빠이,진짜 멋있는 뽀빠이 아저씨 감사합니다
,진짜 멋있다
진짜 부족한게. 볼때마다해요. 나의 롤 안현모씨.,진짜 부족한게 뭔지. 볼때마다 감탄해요. 나의 롤모델 안현모씨.
진짜 아이오아이에서 김범수 빼곤 다...,진짜 아이오아이에서 김범수 빼곤 다 사라지네...
##들,진짜 어지간히들 해라
진짜 여자 심각하게쁨,진짜 여자 심각하게 예쁨
,진짜 예쁨
진짜미 이더라 어떻게 얼굴이 그대로냐! 더구나 저얼굴에 애도 한명 있는걸로 아는데 진짜 관리. 많은 활동해주세요!!!,진짜 자연미인 이더라 어떻게 얼굴이 그대로냐! 더구나 저얼굴에 애도 한명 있는걸로 아는데 진짜 관리 잘했다. 많은 활동해주세요!!!
잘랐다. 성격도. 나혼자여행 잘봤어요 ~,진짜 잘자랐다.성격도 좋음.나혼자여행 잘봤어요~
진짜 직원들과 아티스트 생각을듯복지ㅎㄷㄷ ; ; 보기,진짜 직원들과 아티스트 생각을 많이 하시는듯복지ㅎㄷㄷ;; 보기 좋습니다
진짜...애 아니구애 이예요? ㅠㅜ,진짜... 열애 아니구 열애설 이예요? ㅠㅜ
##이면 교도소에서 6개월 생활하는거죠,징역 6월이면 교도소에서 6개월 생활하는거죠?
차두리라고 하면 되지..찌...,차두리라고 하면 되지.. 세찌는 머야...
##긋는 형이다 저 도로주러 가고싶노 중앙선 저거 너무 한거 아니가?,차선긋는 형이다 저 도로 차선 그려주러 가고싶노 중앙선 저거 너무 한거 아니가?
차예련 정말다고 생각했는데 미우새에 나온거보니까 머리 문제인지 ; 드라마에서 봤던 내가 아는과 뭔가 묘하게 덜 이뻐보이는것 같던데,차예련 정말 예쁘다고 생각했는데 미우새에 나온거보니까 머리스타일 문제인지; 드라마에서 봤던 내가 아는모습과 뭔가 묘하게 덜 이뻐보이는것 같던데
##련 여전히 곱고 이쁘네요 ~,차예련씨는 여전히 곱고 이쁘네요~
##련의 명품사랑ㅎㅎ. 저번달에 백화점에서 명품 쓸어가드만,차예련의 명품사랑ㅎㅎ.. 저번달에 백화점에서 명품 쓸어가드만
차은우는 아스트로 탈퇴하고 배우 걸으면 안돼,차은우는 아스트로 탈퇴하고 배우길 걸으면 안돼나요?
차장이 아니고 다리준거 아니었나....?,차장이 중요한게 아니고 다리놔준거 때문에 아니었나....?
##다고 아노았나..,차판다고 하지 아노았나..
착한마녀전에서 엄청 매력있던뎅 왜 인기가 없는지 잘 몰겄음. 기본적으로 머리도 거 같당.,착한마녀전에서 엄청 매력있던뎅 왜 인기가 없는지 잘 몰겄음. 기본적으로 센스있고 머리도 좋을 거 같당.
##러들,참 불편러들 많네
참... 불쌍하다... 왜 병을 병이라고 말을 안하나... 미국에서 연구한 결과 염색체의 이상이 하던데... 치료하면... 세상 사람들이질않네...,참...불쌍하다...왜 병을 병이라고 말을 안하나...미국에서 연구한 결과 염색체의 이상이라고 하던데... 치료하면 되는데...세상 사람들이 믿질않네...
참나 통집... 유영현만 안 나오면 되지가 안가네,참나 통편집까지... 유영현만 안 나오면 되지이해가 안가네
참이버지가 며느리사랑이대단하던데 ~ 보기좋아요,참이뿐이네요시아버지가 며느리사랑이대단하던데~보기좋아요
참생겼 안뜨배우,참잘생겼는데 안뜨니배우
##사하다... 안재현,참치사하다... 안재현님 응원합니다
창정이 언제나 ㅎㅎ,창정이형 언제나응원해요 ㅎㅎ
처음엔 신동욱햇는데 생각해보니까 주변에 할아버지같은음 ㅜㅠ 무섭다,처음엔 신동욱 욕햇는데 생각해보니까 주변에 할아버지같은분 계셨음 ㅜㅠ 무섭다
##같애 내형,천사같애 내이상형❤️
##은수 없다특히 웬수로 헤어지지 않은한따라서 다시 무리해서 사랑으로 결혼으로 이어질듯,첫사랑은 잊을수 없다특히 웬수로 헤어지지 않은한따라서 다시 무리해서 사랑으로 결혼으로 이어질듯
ᆢ우동까지해서원에 해달라 ~ ~ ~ ~ ~ ♡,초밥집은 ᆢ우동까지해서 9900원에 해달라~~~~~♡
초중등생때부터 박남정이 데리고 시키 슬슬 제대로 활동하려고 하나보네,초중등생때부터 박남정이 데리고 방송출연 시키더니 슬슬 제대로 활동하려고 하나보네
##니 없는 얼굴이 더 매력있네. 전체적으로 아주 훈훈한 비주얼이야ㅋㅋ,최다니엘 안경 없는 얼굴이 더 매력있네. 전체적으로 아주 훈훈한 비주얼이야ㅋㅋ
##씨,최민수씨 홧팅
##씨않,최씨 만만치않은데
##욱 ㅜ,최욱만 불쌍 ㅜ
최지우씨 임신도 여전히했음ᆞ 옛날드라마 생각도 나고 여튼겼음 ㅋㅋㅋ,최지우씨 임신중인데도 여전히 우아했음ᆞ 옛날드라마 생각도 나고 여튼웃겼음 ㅋㅋㅋ
##혁 쩌네. 오늘 지렸다,최진혁 연기 쩌네. 오늘 연기 지렸다
##혁보소 ㄷㄷㄷㄷ,최진혁 연기보소 ㄷㄷㄷㄷ
추현이 이렇게를잘할줄몰랐다,추자현이 이렇게연기를잘할줄몰랐다.
추카추카 아피새입 시오빠 부자되세요♡,추카추카 아피트새입주 시언오빠 부자되세요♡
추추 친구3인방 안부도 궁굼하네요 ~ ~ 정말 재밌게,추카추카 친구3인방 안부도 궁굼하네요~~ 정말 재밌게 봤는데
